COWCODE,STATE,REG_START,REG_END,REG_PARTY,REG_REINST,ELITE_NAME,ELITE_PARTY,ELITE_BIRTHDATE,ELITE_DEATHDATE,ELITE_FEMALE,ELITE_REENTER,ELITE_REEXIT,ELITE_ENTERAGE,ELITE_EXITAGE,ELITE_RETENURE,ELITE_EXITTYPE,ELITE_EXITFATE,ELITE_EXITLEADER,ELITE_REPOSITION,ELITE_OCCUPATION,EC_GR_2Y
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Ye Jianying,,4/28/1897,22/10/1986,0,30/8/1973,16/9/1985,76.3890411,88.44383562,-0.2423118784,Resignation,No Punishment,Deng,,Soldier,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Yu Zhengsheng,,5/4/1945,,0,15/11/2012,25/10/2017,67.66027397,14/11/1899,30/12/1899,Resignation,No Punishment,Xi,,Electronics engineer,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Zeng Qinghong,,30/7/1939,,0,15/11/2002,22/11/2007,63.33972603,20/11/1899,30/12/1899,Resignation,No Punishment,Hu,,Engineer,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Zhang Chunqiao,,1/2/1917,21/4/2005,0,30/8/1973,6/10/1976,56.61369863,12/12/1899,30/12/1899,Expulsion,Incarceration,Hua,,Journalist,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Zhang Dejiang,,4/11/1946,,0,15/11/2012,25/10/2017,66.07671233,13/11/1899,30/12/1899,Resignation,No Punishment,Xi,,Party functionary,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Zhang Gaoli,,11/?/1946,,0,15/11/2012,25/10/2017,,,0,Resignation,No Punishment,Xi,,Warehouse laborer,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Zhao Leji,,8/3/1957,,0,15/10/2017,,60.64657534,,,,,,,Commerce official,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Zhao Ziyang,,17/10/1919,17/1/2005,0,29/2/1980,23/6/1989,60.4109589,10/12/1899,30/12/1899,Expulsion,Incarceration,Jiang,,Party functionary,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Zhou Enlai,,3/5/1898,8/1/1976,0,22/1/1949,8/1/1976,50.91780822,77.89589041,-0.2134133984,Death,,Mao,,Party functionary,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Zhou Yongkang,,3/12/1942,,0,22/11/2007,15/11/2012,65.01369863,17/11/1899,30/12/1899,Resignation,No Punishment,Xi,,Petroleum engineer,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Zhu De,,12/1/1886,6/7/1976,0,22/1/1949,28/4/1969,62.18356164,82.46027397,-0.2259185588,Demotion,No Punishment,Mao,,Soldier,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Zhu De,,12/1/1886,6/7/1976,0,30/8/1973,6/7/1976,86.80273973,89.65479452,-0.245629574,Death,,Mao,,Soldier,6.43
710,China,22/1/1949,,Communist Party of China (CPC),Politburo Standing Committee,Zhu Rongji,,23/10/1928,,0,19/10/1992,15/11/2002,64.03287671,1/12/1899,30/12/1899,Resignation,No Punishment,Hu,,State planner,6.43
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Babiuch, Edward",,28/12/1927,,0,20/12/1970,24/8/1980,43.00821918,52.69315068,9.684931507,Demotion,No Punishment,Gierek,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Baka, Władysław",,24/3/1936,,0,14/6/1988,18/6/1989,52.26027397,53.27123288,1.010958904,Regime Change,,,,Professor,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Balicki, Zdisław",,27/10/1930,16/5/1995,0,21/12/1988,18/6/1989,58.19178082,58.68219178,0.4904109589,Regime Change,,,,Economist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Barcikowski, Kazimierz",,22/3/1927,10/7/2007,0,11/12/1971,29/7/1989,44.75342466,62.39726027,17.64383562,Resignation,No Punishment,Jaruzelski,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Baryła, Józef",,21/11/1924,,0,3/7/1986,21/12/1988,61.65479452,64.1260274,2.471232877,Demotion,No Punishment,Jaruzelski,,Glassworks laborer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Bejger, Stanisław",,12/12/1929,,0,16/7/1982,14/6/1988,52.62739726,58.54520548,5.917808219,Demotion,No Punishment,Jaruzelski,,Economist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Berman, Jakub",,23/12/1901,10/4/1984,0,12/12/1945,6/5/1956,44,54.40547945,10.40547945,Resignation,No Punishment,Ochab,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Bierut, Bolesław",,4/18/1892,12/3/1956,0,3/9/1948,12/3/1956,56.41369863,63.93972603,7.526027397,Death,,Bierut,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Chełchowski, Hilary",,24/8/1908,10/12/1983,0,17/3/1954,21/10/1956,45.59178082,48.19178082,2.6,Resignation,No Punishment,Gomułka,,Carpenter,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Ciosek, Stanisław",,2/5/1939,,0,14/6/1988,21/12/1988,49.15342466,49.6739726,0.5205479452,Demotion,No Punishment,Jaruzelski,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Cyrankiewicz, Jozef",,23/4/1911,20/1/1989,0,21/12/1948,11/12/1971,37.69041096,60.67671233,22.98630137,Demotion,No Punishment,Gierek,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Czechowicz, Tadeusz",,29/7/1935,,0,20/7/1981,3/7/1986,46.00821918,50.96438356,4.956164384,Demotion,No Punishment,Jaruzelski,,Textile engineer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Czyrek, Józef",,20/7/1928,3/6/2013,0,20/7/1981,18/6/1989,53.03561644,60.95342466,7.917808219,Regime Change,No Punishment,,,Economist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Dworakowski, Władysław",,10/9/1908,17/11/1976,0,15/6/1952,21/10/1956,43.79178082,48.14520548,4.353424658,Resignation,No Punishment,Gomułka,,Locksmith,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Ferensztajn, Bogumil",,20/4/1934,29/12/1996,0,3/7/1986,15/12/1987,52.23835616,53.69041096,1.452054795,Demotion,No Punishment,Jaruzelski,,Engineer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Fiszbach, Tadeusz",,4/11/1935,,0,2/12/1980,20/7/1981,45.10958904,45.73972603,0.6301369863,Demotion,No Punishment,Kania,,Academic lecturer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Gabryś, Gerard",,20/2/1933,,0,30/4/1981,20/7/1981,48.22191781,48.44383562,0.2219178082,Demotion,No Punishment,Kania,,Miner,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Gierek, Edward",,6/1/1913,29/7/2001,0,28/7/1956,21/10/1956,43.58630137,43.81917808,0.2328767123,Resignation,No Punishment,Gomułka,,Coal miner,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Gierek, Edward",,6/1/1913,29/7/2001,0,19/3/1959,6/9/1980,46.22739726,67.71232877,21.48493151,Resignation,No Punishment,Kania,,Coal miner,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Główczyk, Jan",,30/5/1927,23/9/2004,0,20/7/1981,21/12/1988,54.17808219,61.60547945,7.42739726,Demotion,No Punishment,Jaruzelski,,Journalist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Gomułka, Władysław",,6/2/1905,1/9/1982,0,12/12/1945,3/9/1948,40.8739726,43.60273973,2.728767123,Expulsion,Incarceration,Bierut,,Refinery worker,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Gomułka, Władysław",,6/2/1905,1/9/1982,0,21/10/1956,20/12/1970,51.73972603,65.91232877,14.17260274,Resignation,No Punishment,Gierek,,Refinery worker,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Gorywoda, Manfred",,31/8/1942,,0,15/12/1987,18/6/1989,45.32054795,46.83013699,1.509589041,Regime Change,,,,Economist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Grabski, Tadeusz",,14/3/1929,2/2/1998,0,24/8/1980,20/7/1981,51.48219178,52.38630137,0.904109589,Resignation,No Punishment,Kania,,Construction directing manager,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Grudzień, Zdzisław",,6/10/1924,30/1/1982,0,11/12/1971,6/10/1980,47.2109589,56.03835616,8.82739726,Demotion,No Punishment,Kania,,Miner,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Grzyb, Zofia",,18/8/1928,,1,19/7/1981,3/7/1986,52.95342466,57.91232877,4.95890411,Demotion,No Punishment,Jaruzelski,,Factory worker,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Hołdakowski, Marek",,30/6/1938,27/3/1991,0,21/12/1988,18/6/1989,50.51232877,51.00273973,0.4904109589,Regime Change,,,,Economist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Jabłoński, Henryk",,27/12/1909,27/1/2003,0,20/12/1970,20/7/1981,61.02191781,71.6109589,10.5890411,Demotion,No Punishment,Kania,,Professor,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Jagielski, Mieczysław",,12/1/1924,27/2/1997,0,20/6/1964,20/7/1981,40.46575342,57.55890411,17.09315068,Demotion,No Punishment,Kania,,Agronomist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Jaszczuk, Bolesław",,25/10/1913,1/1/1990,0,20/6/1964,20/12/1970,50.68767123,57.19178082,6.504109589,Demotion,No Punishment,Gierek,,Electrician,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Jaroszewicz, Piotr",,8/10/1909,1/9/1992,0,20/6/1964,15/2/1980,54.7369863,70.40273973,15.66575342,Demotion,No Punishment,Gierek,,Teacher,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Jaruzelski, Wojciech",,6/7/1923,25/5/2014,0,20/12/1970,18/6/1989,47.49041096,65.99726027,18.50684932,Regime Change,No Punishment,,,Military officer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Jedrychowski, Stafan",,9/5/1910,26/5/1996,0,21/10/1956,11/12/1971,46.48493151,61.63287671,15.14794521,Demotion,No Punishment,Gierek,,Economist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Jozwiak-Witold, Franciszek",,10/20/1895,23/10/1966,0,3/9/1948,21/10/1956,52.90684932,61.04383562,8.136986301,Demotion,No Punishment,Gomułka,,Military officer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Kałkus, Stanisław",,9/9/1932,17/5/2009,0,16/7/1982,3/7/1986,49.88219178,53.84931507,3.967123288,Demotion,No Punishment,Jaruzelski,,Turner,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Kania, Stanisław",,8/3/1927,,0,11/12/1971,18/10/1981,44.79178082,54.65205479,9.860273973,Resignation,No Punishment,Jaruzelski,,Worker,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Karkoszka, Alojzy",,15/6/1929,20/8/2001,0,15/2/1980,2/12/1980,50.70410959,51.50136986,0.797260274,Demotion,No Punishment,Kania,,Civil engineer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Kępa, Józef",,18/5/1928,28/4/1998,0,20/12/1970,15/2/1980,42.61917808,51.78082192,9.161643836,Demotion,No Punishment,Gierek,,Historian,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Kiszczak, Czesław",,19/10/1925,5/11/2015,0,25/2/1982,18/6/1989,56.39178082,63.70684932,7.315068493,Regime Change,,,,Military officer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Kliszko, Zenon",,8/12/1908,4/9/1989,0,19/3/1959,20/12/1970,50.30958904,62.0739726,11.76438356,Demotion,No Punishment,Gierek,,Lawyer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Kociołek, Stanisław",,3/5/1933,1/10/2015,0,16/11/1968,7/2/1971,35.56438356,37.79178082,2.22739726,Resignation,No Punishment,Gierek,,Sociologist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Kowalczyk, Stanisław",,12/12/1924,30/1/1998,0,,2/12/1980,,56.0109589,,Demotion,No Punishment,Kania,,Metallurgical engineer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Kruczek, Władysław",,27/4/1910,5/11/2003,0,16/11/1968,2/12/1980,58.59726027,70.64931507,12.05205479,Demotion,No Punishment,Kania,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Kruk, Władysław",,24/11/1931,2/11/1996,0,6/10/1980,20/7/1981,48.90136986,49.68767123,0.7863013699,Demotion,No Punishment,Kania,,Agronomist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Kubasiewicz, Janusz",,26/12/1938,,0,29/7/1989,18/6/1989,50.62465753,50.51232877,-0.1123287671,Regime Change,,,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Kubiak, Hieronim",,30/9/1934,,0,20/7/1981,3/7/1986,46.83561644,51.79178082,4.956164384,Demotion,No Punishment,Jaruzelski,,Academic lecturer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Łabęcki, Jan",,21/5/1943,,0,20/7/1981,16/7/1982,38.19178082,39.18082192,0.9890410959,Resignation,No Punishment,Jaruzelski,,Shipyard worker,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Loga-Sowinski, Ignacy",,20/1/1914,10/12/1992,0,21/10/1956,7/2/1971,42.78082192,57.08767123,14.30684932,Resignation,No Punishment,Gierek,,Bricklayer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Lubowska, Iwona",,21/4/1941,,1,21/12/1988,18/6/1989,47.70136986,48.19178082,0.4904109589,Regime Change,,,,Teacher,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Łukaszewica, Jerzy",,24/9/1931,18/7/1983,0,12/12/1975,24/8/1980,44.24657534,48.95068493,4.704109589,Demotion,No Punishment,Gierek,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Masny, Józef",,19/2/1930,16/12/2003,0,30/4/1981,20/7/1981,51.22739726,51.44931507,0.2219178082,Demotion,No Punishment,Kania,,Forester,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Matuszewski, Stefan",,2/12/1905,21/3/1985,0,21/12/1948,17/3/1954,43.08219178,48.32054795,5.238356164,Demotion,No Punishment,Bierut,,Academic,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Mazur (Horodenko), Franciszek",,8/1/1895,7/3/1975,0,3/11/1948,21/10/1956,53.29315068,61.2630137,7.969863014,Demotion,No Punishment,Gomułka,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Messner, Zbigniew",,13/3/1929,10/1/2014,0,20/7/1981,21/12/1988,52.3890411,59.81643836,7.42739726,Demotion,No Punishment,Jaruzelski,,Professor,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Michałek, Zbigniew",,6/2/1938,,0,3/7/1986,18/6/1989,48.43561644,51.39726027,2.961643836,Regime Change,,,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Milewski, Mirosław",,1/5/1928,23/2/2008,0,20/7/1981,14/5/1985,53.25479452,57.0739726,3.819178082,Resignation,No Punishment,Jaruzelski,,Soldier,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Minc, Hilary",,24/8/1905,26/11/1974,0,12/12/1945,9/10/1956,40.32876712,51.16164384,10.83287671,Resignation,No Punishment,Ochab,,Economist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Miodowicz, Alfred",,28/6/1929,,0,3/7/1986,18/6/1989,57.05205479,60.01369863,2.961643836,Regime Change,No Punishment,,,Metallurgy worker,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Moczar, Mieczysław",,23/12/1913,1/11/1986,0,9/7/1968,11/12/1971,54.58082192,58.00547945,3.424657534,Demotion,No Punishment,Gierek,,Factory worker,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Moczar, Mieczysław",,23/12/1913,1/11/1986,0,2/12/1980,20/7/1981,66.9890411,67.61917808,0.6301369863,Demotion,No Punishment,Kania,,Factory worker,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Mokrzyszczak, Włodzimierz",,3/8/1938,,0,20/7/1981,14/6/1988,42.99178082,49.89863014,6.906849315,Demotion,No Punishment,Jaruzelski,,Engineer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Morawski, Jerzy",,11/8/1918,4/2/2012,0,21/10/1956,31/10/1960,38.22191781,42.25205479,4.030136986,Demotion,No Punishment,Gomułka,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Murański, Zygmunt",,11/3/1952,,0,3/7/1986,21/12/1988,34.33424658,36.80547945,2.471232877,Demotion,No Punishment,Jaruzelski,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Ney, Roman",,18/2/1931,,0,6/10/1980,20/7/1981,49.66575342,50.45205479,0.7863013699,Demotion,No Punishment,Kania,,Academic lecturer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Nowak, Roman",,21/7/1900,26/9/1980,0,28/7/1956,21/10/1956,56.05753425,56.29041096,0.2328767123,Resignation,No Punishment,Gomułka,,Locksmith,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Nowak, Zenon",,27/1/1905,21/8/1980,0,10/5/1950,21/10/1956,45.31232877,51.76712329,6.454794521,Resignation,No Punishment,Gomułka,,Laborer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Ochab, Edward",,16/8/1906,1/5/1989,0,3/11/1948,9/7/1968,42.24657534,61.93972603,19.69315068,Resignation,No Punishment,Gomułka,,Bookkeeper,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Olszowski, Stafan",,28/8/1931,,0,20/12/1970,15/2/1980,39.33972603,48.50136986,9.161643836,Demotion,No Punishment,Gierek,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Olszowski, Stafan",,28/8/1931,,0,24/8/1980,11/11/1985,49.02465753,54.24383562,5.219178082,Resignation,No Punishment,Jaruzelski,,Party functionary,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Opałko, Stanisław",,3/10/1911,12/9/1993,0,20/7/1981,3/7/1986,69.84383562,74.8,4.956164384,Demotion,No Punishment,Jaruzelski,,Factory worker,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Orzechowski, Marian",,24/10/1931,,0,15/10/1983,18/6/1989,52.0109589,57.69041096,5.679452055,Regime Change,,,,Academic lecturer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Pińkowski, Józef",,17/4/1929,8/11/2000,0,15/2/1980,30/4/1981,50.86575342,52.07123288,1.205479452,Resignation,No Punishment,Kania,,Economist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Porębski, Tadeusz",,16/4/1931,17/7/2001,0,20/7/1981,21/12/1988,50.29589041,57.72328767,7.42739726,Demotion,No Punishment,Jaruzelski,,Professor,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Pyka, Tadeusz",,17/5/1930,23/5/2009,0,15/2/1980,24/8/1980,49.78356164,50.30684932,0.5232876712,Demotion,No Punishment,Gierek,,Economist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Pyrkosz, Wiktor",,9/10/1941,,0,21/12/1988,18/6/1989,47.23287671,47.72328767,0.4904109589,Regime Change,,,,Textile engineer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Radkiewicz, Stanisław",,19/1/1903,13/12/1987,0,12/12/1945,20/4/1956,42.9260274,53.28767123,10.36164384,Resignation,No Punishment,Ochab,,Farm laborer,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Rakowski, Mieczysław",,4/12/1926,8/11/2008,0,15/12/1987,18/6/1989,61.07123288,62.58082192,1.509589041,Regime Change,,,,Factory worker,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Rapacki, Adam",,24/12/1909,10/10/1970,0,21/12/1948,16/11/1968,39.01917808,58.9369863,19.91780822,Demotion,No Punishment,Gomułka,,Economist,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Rembisz, Gabriela",,12/3/1937,,1,3/7/1986,18/6/1989,49.34246575,52.30410959,2.961643836,Regime Change,,,,Factory technician,0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Reykowski, Janusz",,29/11/1929,,0,21/12/1988,18/6/1989,59.10136986,59.59178082,0.4904109589,Regime Change,,,,"Psychologist, academic lecturer",0.2
290,Poland,31/12/1944,18/6/1989,Polish United Workers' Party (PZPR),Politburo,"Rokossovsky, Konstantin",,12/21/1896,3/8/1968,0,10/5/1950,21/10/1956,53.41643836,59.87123288,6.454794521,Demotion,No Punishment,Gomułka,,Stonemason,0.2
